date,lfalls,seneca,goose,monoc_jug,por
2021-02-09T06:00:00Z,7400,159,295,505,6410
2021-02-09T07:00:00Z,7420,155,295,505,6418
2021-02-09T08:00:00Z,7420,149,295,505,6440
2021-02-09T09:00:00Z,7442,144,293,506,6440
2021-02-09T10:00:00Z,7420,138,291,510,6448
2021-02-09T11:00:00Z,7400,131,291,511,6455
2021-02-09T12:00:00Z,7420,126,294,515,6448
2021-02-09T13:00:00Z,7442,123,295,519,6455
2021-02-09T14:00:00Z,7442,120,296,523,6455
2021-02-09T15:00:00Z,7465,120,300,523,6455
2021-02-09T16:00:00Z,7510,120,300,519,6455
2021-02-09T17:00:00Z,7550,122,296,519,6440
2021-02-09T18:00:00Z,7590,128,295,519,6448
2021-02-09T19:00:00Z,7590,130,295,519,6448
2021-02-09T20:00:00Z,7635,134,295,519,6470
2021-02-09T21:00:00Z,7658,133,294,517,6480
2021-02-09T22:00:00Z,7570,130,291,514,6470
2021-02-09T23:00:00Z,7590,129,291,508,6470
2021-02-10T00:00:00Z,7590,127,291,503,6462
2021-02-10T01:00:00Z,7590,129,291,494,6448
2021-02-10T02:00:00Z,7590,126,291,489,6448
2021-02-10T03:00:00Z,7590,128,291,480,6440
2021-02-10T04:00:00Z,7550,129,291,476,6440
2021-02-10T05:00:00Z,7570,129,291,472,6432
2021-02-10T06:00:00Z,7590,132,291,472,6432
2021-02-10T07:00:00Z,7570,131,291,473,6400
2021-02-10T08:00:00Z,7590,128,291,479,6320
2021-02-10T09:00:00Z,7570,124,291,484,6270
2021-02-10T10:00:00Z,7590,121,291,487,6270
2021-02-10T11:00:00Z,7590,118,291,489,6310
2021-02-10T12:00:00Z,7570,113,291,492,6372
2021-02-10T13:00:00Z,7550,111,291,492,6410
2021-02-10T14:00:00Z,7570,108,293,491,6425
2021-02-10T15:00:00Z,7530,108,295,487,6448
2021-02-10T16:00:00Z,7550,110,295,487,6455
2021-02-10T17:00:00Z,7550,113,295,487,6535
2021-02-10T18:00:00Z,7570,117,300,487,6602
2021-02-10T19:00:00Z,7570,121,300,489,6610
2021-02-10T20:00:00Z,7550,122,300,494,6570
2021-02-10T21:00:00Z,7530,122,300,496,6525
2021-02-10T22:00:00Z,7510,120,300,496,6470
2021-02-10T23:00:00Z,7510,121,300,496,6470
2021-02-11T00:00:00Z,7510,122,300,494,6462
2021-02-11T01:00:00Z,7510,120,300,491,6440
2021-02-11T02:00:00Z,7488,122,300,492,6440
2021-02-11T03:00:00Z,7488,125,300,496,6470
2021-02-11T04:00:00Z,7530,130,302,500,6470
2021-02-11T05:00:00Z,7590,134,305,504,6480
2021-02-11T06:00:00Z,7680,142,309,511,6480
2021-02-11T07:00:00Z,7762,145,312,515,6510
2021-02-11T08:00:00Z,7870,150,319,519,6500
2021-02-11T09:00:00Z,7930,151,330,524,6510
2021-02-11T10:00:00Z,8020,151,337,526,6510
2021-02-11T11:00:00Z,8020,155,348,529,6500
2021-02-11T12:00:00Z,8110,155,355,529,6500
2021-02-11T13:00:00Z,8110,156,360,530,6490
2021-02-11T14:00:00Z,8200,156,365,534,6490
2021-02-11T15:00:00Z,8200,156,366,534,6500
2021-02-11T16:00:00Z,8220,159,366,534,6500
2021-02-11T17:00:00Z,8260,162,370,534,6510
2021-02-11T18:00:00Z,8280,174,374,534,6490
2021-02-11T19:00:00Z,8240,176,377,535,6490
2021-02-11T20:00:00Z,8280,182,384,534,6470
2021-02-11T21:00:00Z,8220,178,388,534,6470
2021-02-11T22:00:00Z,8200,182,393,534,6462
2021-02-11T23:00:00Z,8200,180,397,534,6440
2021-02-12T00:00:00Z,8200,176,403,534,6425
2021-02-12T01:00:00Z,8178,176,403,530,6410
2021-02-12T02:00:00Z,8178,173,408,529,6410
2021-02-12T03:00:00Z,8178,171,408,529,6410
2021-02-12T04:00:00Z,8155,174,408,529,6410
2021-02-12T05:00:00Z,8155,171,408,529,6410
2021-02-12T06:00:00Z,8155,170,408,529,6400
2021-02-12T07:00:00Z,8132,167,403,529,6410
2021-02-12T08:00:00Z,8110,162,402,530,6410
2021-02-12T09:00:00Z,8110,156,397,532,6410
2021-02-12T10:00:00Z,8110,149,397,529,6410
2021-02-12T11:00:00Z,8088,142,397,529,6410
2021-02-12T12:00:00Z,8042,137,397,528,6410
2021-02-12T13:00:00Z,8020,133,392,524,6418
2021-02-12T14:00:00Z,8020,129,390,524,6418
2021-02-12T15:00:00Z,7975,128,387,522,6440
2021-02-12T16:00:00Z,7975,126,386,519,6448
2021-02-12T17:00:00Z,7952,121,381,519,6448
2021-02-12T18:00:00Z,7998,120,381,517,6490
2021-02-12T19:00:00Z,7930,121,377,515,6500
2021-02-12T20:00:00Z,7930,123,376,515,6510
2021-02-12T21:00:00Z,7930,120,375,511,6510
2021-02-12T22:00:00Z,7890,122,371,510,6500
